4661397	4.2	19342806+3943246	15.336	14.18	15.373	5546	4.431	0.165	0.637	0.068	0.069	0.107	0.057	4661397	4661397	4661397	4661397	2828.227	2657.58	2750.428	2747.965	419	421	423	419	0.292312	54964.69318	15.373	1.08642	2.02127	0.54071	0.96769
4669592	4.2	19421776+3942022	13.047	11.794	13.081	0	0	0	0.746	0.037	0.035	0.046	0.038	4669592	4669592	4669592	4669592	8992.479	9902.218	10023.431	10139.447	209	205	204	208	0.37843	54964.98498	13.081	1.03908	0.96674	0.81284	0.0869
4672934	4.2	19450461+3947304	13.752	12.526	13.792	5590	4.381	0.113	0.544	0.029	0.023	0.045	0.036	4672934	4672934	4672934	4672934	5624.881	6617.939	6823.072	6827.682	79	79	82	82	0.382741	54964.70913	13.792	1.05459	2.66708	0.51405	1.03611
4743626	4.1	19232327+3948143	12.06	11.125	12.104	6219	4.132	0.094	0.334	0.007	0.008	0.012	0.007	4743626	4743626	4743626	4743626	17441.286	17537.18	17425.861	17446.442	10	14	17	12	1.302944	54954.91977	12.104	0.96299	1.73625	0.44048	0.89587
4752731	1	19340716+3953054	13.497	13.934	13.558	0	0	0	0.248	0.059	0.042	0.064	0.043	4752731	4752731	4752731	4752731	8155.225	7969.036	7953.834	7936.758	446	444	442	446	1.147899	54965.92149	13.558	0.98798	6.48316	1.08348	0.24866
4762887	1	19433907+3950500	14.312	13.455	14.366	6556	4.718	0.14	0.326	0.035	0.049	0.071	0.053	4762887	4762887	4762887	4762887	4016.118	4768.387	4930.586	4994.589	211	206	206	209	0.73656	54964.77206	14.366	0.98812	1.4065	0.35615	0.97686
4819564	4.2	19052530+3955053	14.734	12.56	14.672	4125	4.511	0.046	1.15	0.037	0.052	0.069	0.04	4819564	4819564	4819564	4819564	4137.142	4225.141	4266.222	4278.6	307	302	301	306	0.761208	54965.35637	14.672	1.00659	1.29841	0.5404	0.62439
4843222	3.2	19354268+3955527	14.354	13.301	14.39	5976	4.423	0.145	0.477	0.037	0.047	0.049	0.038	4843222	4843222	4843222	4843222	5260.455	5011.873	5123.279	5149.918	323	324	328	327	0.387374	54964.90292	14.39	0.99786	1.08278	0.54554	0.98984
4853067	1	19445306+3955227	13.09	12.032	13.142	5838	4.274	0.109	0.481	0.017	0.023	0.031	0.021	4853067	4853067	4853067	4853067	8610.656	9520.513	9823.217	9831.394	50	49	53	53	1.341016	54954.85696	13.142	0.97214	1.48018	0.30724	1.03002
4904304	3.2	18584126+4000380	12.948	12.096	13.004	5954	4.308	0.09	0.441	0.069	0.068	0.055	0.037	4904304	4904304	4904304	4904304	10008.233	10326.391	10256.384	9089.672	78	81	81	79	0.389472	54964.74344	13.004	1.05404	2.06335	0.851	0.65746
4909422	4.1	19081940+4002467	12.078	10.789	12.135	5404	2.911	0.163	0.719	0.009	0.01	0.012	0.007	4909422	4909422	4909422	4909422	16932.853	16952.91	17037.442	16999.845	137	137	142	142	0.395106	54953.78714	12.135	1.07764	1.29088	0.78446	0.06094
4921906	4.3	19244886+4004457	15.15	13.617	15.203	4800	4.405	0.109	0.826	0.055	0.064	0.068	0.058	4921906	4921906	4921906	4921906	3219.638	3130.221	3192.221	3157.146	86	90	93	88	0.213734	54964.61785	15.203	1.04134	2.06907	0.4343	1.03055
4937217	4.2	19412500+4000106	15.347	14.294	15.402	6075	4.661	0.169	0.486	0.09	0.128	0.125	0.101	4937217	4937217	4937217	4937217	2566.526	2507.933	2613.082	2685.324	26	28	29	26	0.429341	54964.62627	15.402	1.04338	1.66394	0.91982	0.62599
4937350	3.2	19413267+4000113	14.227	13.109	14.273	5862	4.377	0.143	0.49	0.047	0.04	0.051	0.042	4937350	4937350	4937350	4937350	5155.689	5212.077	5408.727	5387.678	15	17	18	15	0.393677	54964.63428	14.273	1.00747	2.34677	0.70533	0.93853
4940226	3.2	19435736+4004322	14.284	13.3	14.341	5997	4.416	0.149	0.491	0.225	0.26	0.139	0.204	4940226	4940226	4940226	4940226	3853.394	4338.749	4471.045	4656.595	58	53	53	56	0.378736	54964.80318	14.341	1.05821	1.25807	0.75676	0.7592
4941060	4.2	19443966+4004480	15.335	14.182	15.38	5197	4.388	0.155	0.798	0.082	0.092	0.118	0.108	4941060	4941060	4941060	4941060	1908.714	2493.327	2675.873	2584.015	14	14	18	18	0.303422	54964.69178	15.38	1.10828	1.33663	0.96117	0.43197
4945857	4.1	19484455+4002568	13.931	12.571	13.964	5232	4.345	0.106	0.643	0.104	0.085	0.091	0.091	4945857	4945857	4945857	4945857	5846.712	5873.334	5719.995	5825.94	214	215	209	209	0.335428	54964.82288	13.964	1.05729	1.16985	0.81478	0.08667
4950505	4.2	19524863+4005198	14.631	13.375	14.689	5625	4.391	0.155	0.568	0.054	0.061	0.124	0.068	4950505	4950505	4950505	4950505	3749.971	3833.602	3643.638	3579.777	238	243	241	239	0.294811	54964.86539	14.689	1.03911	1.04706	0.56656	0.49567
4991959	4.2	18591369+4009209	14.989	13.964	15.022	5683	4.37	0.134	0.552	0.062	0.057	0.086	0.047	4991959	4991959	4991959	4991959	3160.26	3328.425	3308.118	2508.127	127	131	131	127	0.360941	54964.75742	15.022	1.02547	1.161	0.93708	0.26125
4999260	4.1	19120475+4007374	9.28	7.926	9.333	5048	2.806	0.077	0.713	0.004	0.003	0.005	0.003	4999260	4999260	4999260	4999260	65385.369	65655.954	65762.136	65616.831	8	9	4	5	0.378369	54953.74302	9.333	1.01611	1.29206	0.47551	0.63491
5005570	4.2	19202793+4007556	13.629	12.532	13.685	5658	4.463	0.095	0.536	0.021	0.02	0.025	0.021	5005570	5005570	5005570	5005570	7767.298	7784.817	7754.28	7740.631	113	114	111	110	0.422817	54964.98644	13.685	1.02757	1.1897	0.47228	0.36972
5015926	4.1	19324964+4007483	12.902	11.877	12.952	5848	4.349	0.092	0.449	0.016	0.017	0.025	0.016	5015926	5015926	5015926	5015926	11472.597	11266.752	11326.757	11367.06	140	138	136	140	0.362681	54953.96393	12.952	1.05678	1.33077	0.77664	0.08149
5022573	4.2	19394316+4008492	11.423	10.422	11.474	5648	4.463	0.044	0.466	0.006	0.006	0.01	0.006	5022573	5022573	5022573	5022573	23342.211	23419.376	23407.027	23554.801	284	286	287	285	0.441738	54953.97215	11.474	0.98592	0.98787	0.50854	0.88389
5095098	4.2	19220120+4015599	15.084	12.967	15.057	4063	4.558	0.047	1.242	0.068	0.074	0.085	0.065	5095098	5095098	5095098	5095098	3476.3	3504.913	3461.281	3580.28	405	406	402	402	1.483068	54965.16592	15.057	1.05135	2.0065	0.75636	0.18884
5110245	3.2	19390865+4016184	15.429	14.307	15.471	6045	4.533	0.185	0.5	0.077	0.076	0.135	0.106	5110245	5110245	5110245	5110245	2502.056	2511.594	2574.839	2575.789	343	342	338	338	0.778062	54965.13485	15.471	0.98511	1.47331	0.41261	0.88071
5123176	4.1	19503362+4014099	11.409	10.602	11.461	6750	4.016	0.109	0.207	0.008	0.006	0.014	0.009	5123176	5123176	5123176	5123176	22592.242	22717.658	22566.612	22544.202	480	475	477	479	0.707831	54953.90266	11.461	1.03391	1.09238	0.82339	0.21248
5128972	4.1	19553505+4017175	13.185	11.986	13.236	5776	4.218	0.12	0.497	0.163	0.171	0.12	0.213	5128972	5128972	5128972	5128972	7838.732	8044.818	8089.192	7579.904	175	180	178	177	0.505302	54965.04858	13.236	1.20938	1.39625	0.77944	0.10131
5201619	3.1	19424109+4022032	12.991	12.324	13.046	6498	4.268	0.131	0.348	0.037	0.037	0.054	0.031	5201619	5201619	5201619	5201619	10279.408	10288.112	10433.383	10567.017	182	183	187	186	0.507273	54964.77513	13.046	1.1502	0.83581	0.88435	0.07857
5218385	4.3	19561617+4023033	14.549	13.205	14.616	5260	4.288	0.143	0.705	0.052	0.087	0.091	0.094	5218385	5218385	5218385	5218385	3801.857	3799.333	3793.429	3762.047	198	203	201	200	0.281538	54964.58151	14.616	1.05789	2.60978	0.60008	0.94796
