01026032	5715
02010607	6122
02162994	5410
02305372	5664
02306740	5647
02308957	5697
02309587	5560
02437452	5398
02442084	4005
02445134	5999
02447893	5059
02556127	5920
02557430	6248
02576692	5573
02580872	5293
02583777	5779
02693092	5819
02708156	11061
02711114	6281
02719873	5086
02720354	6513
02852560	5381
02860594	6684
02860788	5319
02973509	6058
02997455	4795
02998124	6374
03003991	5366
03098194	5328
03102024	5117
03113266	5077
03115480	5961
03120320	5676
03122985	5592
03127817	6504
03128793	4371
03230227	7972
03230787	5669
03241344	5422
03241619	5165
03247294	5811
03248332	6578
03323289	5229
03327980	7321
03335816	6079
03339538	4955
03341934	5992
03351945	4744
03352751	7909
03427776	5292
03439031	6337
03440230	7869
03441784	0
03442054	6206
03443790	6024
03449540	6216
03458919	5063
03532985	4810
03542573	5741
03543270	5288
03556742	4921
03644542	8075
03655326	6122
03656322	5075
03659940	5344
03662635	5589
03749508	5961
03757588	5214
03765771	6145
03766353	6362
03830820	3902
03832716	5926
03834364	5449
03836439	7166
03848919	5226
03851193	6122
03858884	0
03867593	7037
03869825	6476
03938073	5744
03955867	4706
03957477	5395
03965242	5183
03971315	5962
03973002	5740
04035675	5480
04037428	5780
04042026	5017
04044005	0.007
04049124	5349
04055092	4707
04067549	5537
04069063	5905
04069213	6058
04070376	5871
04075064	4734
04076952	6228
04077442	4523
04078693	5288
04142768	5401
04144236	6346
04150611	6623
04157488	5941
04174507	5723
04245897	6595
04247791	0.035
04252226	5650
04255422	0.009
04275328	6393
04281895	5309
04285087	5950
04346875	5339
04352168	5115
04357272	5117
04365461	6076
04372379	6531
04375101	5661
04380283	5924
04445630	6060
04459068	8908
04473933	0.033
04477830	6147
04480676	5296
04484356	5080
04540632	4818
04544587	8255
04551328	5182
04565985	3877
04570949	6196
04585946	5557
04633434	4902
04639868	5170
04649324	6098
04660997	5507
04661634	5298
04665989	6852
04670267	5518
04671584	6096
04672010	4655
04678171	4240
04678873	7496
04681152	0.061
04729553	6091
04732015	4185
04736208	5778
04737267	5156
04737302	6845
04739194	6014
04740676	6336
04753561	4353
04753988	5766
04757331	5092
04758368	4594
04769799	4911
04773155	5447
04824268	5945
04826439	5909
04832197	6039
04839180	6033
04840263	5725
04840327	5802
04840818	6113
04847832	5648
04850874	6931
04851217	6694
04862625	6149
04902030	4235
04908495	4731
04909707	0.003
04912589	0.012
04912991	6032
04931073	6453
04932691	7109
04940201	5284
04946680	5768
04947726	5638
04948863	5490
04949214	6281
04950557	6052
04990977	5597
05015913	5487
05016163	6017
05017058	5948
05018787	5215
05021732	6119
05022440	5719
05025294	5697
05034333	8444
05036538	4199
05039441	5943
05041975	5149
05080652	5344
05091614	5820
05095269	6227
05097446	6938
05115178	5594
05120225	0.135
05127005	5870
05174959	5587
05179609	4777
05181455	5875
05193386	4797
05199426	5669
05216727	5932
05218014	4752
05255552	4775
05263802	6642
05266937	5483
05269407	5307
05284133	7922
05285607	6235
05286786	4946
05288543	0.158
05294739	5068
05300878	4631
05306862	6088
05310435	6215
05343976	0.012
05347784	5392
05357470	5826
05359678	6159
05377349	5629
05383248	5588
05385838	6316
05393558	5676
05394544	5884
05444392	5674
05450814	4398
05460835	5864
05471415	8452
05473556	5932
05475712	6370
05477524	5657
05479973	6169
05513861	6170
05530881	6138
05534702	6838
05534965	6194
05535280	5730
05553624	5358
05565261	4889
05597970	0.003
05598639	0
05610698	6247
05621294	8425
05622250	6215
05632781	5786
05643492	5832
05647008	5444
05653126	5766
05653849	5276
05696909	5451
05700330	5605
05716244	5683
05731312	4658
05735878	6045
05738698	6210
05768927	5799
05771589	5927
05781192	5372
05786154	4743
05795648	6052
05802285	4791
05802470	5418
05807579	0.098
05817566	7994
05871918	4021
05887316	6216
05955321	6169
05961350	6869
05962716	6035
05963222	6555
05979863	5698
05982353	5961
05983348	5680
06025466	5815
06029130	5160
06029214	0.006
06042116	0.013
06042663	5354
06044064	5095
06045264	6074
06060580	5308
06063448	6416
06068947	5521
06103049	5623
06109688	6845
06117415	6282
06128027	4878
06128141	5775
06131659	4870
06146418	5801
06146838	5338
06147573	5503
06185717	5901
06187893	5103
06191574	4208
06197038	4937
06205460	5242
06206751	6965
06220470	7377
06228703	0.087
06231401	5843
06268722	6234
06279974	6022
06301035	5848
06307062	5141
06307537	0.069
06311637	5534
06359798	5452
06362386	6983
06365321	5648
06367628	5185
06387450	5205
06390824	5817
06421188	5657
06421483	5016
06443392	0.006
06448768	5859
06449358	7449
06449552	5357
06452742	5642
06464285	5061
06466939	4920
06468938	5805
06521542	5880
06522750	5547
06523216	6200
06525196	5966
06531485	5587
06543674	0.579
06545018	5594
06548447	5031
06579806	5869
06591789	5410
06593363	5865
06594972	5680
06595662	5759
06603756	5115
06606282	5594
06606934	6122
06607610	4856
06610219	5986
06613006	5579
06614926	6038
06620003	3955
06628237	5679
06629332	5452
06629588	6520
06634112	5099
06694186	5247
06695889	5964
06697716	4898
06698670	6002
06699562	6127
06706287	0.048
06762829	5640
06766748	6601
06778050	5091
06778289	6320
06781535	5727
06784887	5961
06806632	9224
06841577	5478
06847018	6211
06859813	5951
06863229	6465
06863840	5024
06864859	0.057
06866228	5388
06867766	5971
06877673	5819
06891512	5591
06927629	5550
06934587	5840
06936977	5269
06939670	5436
06949550	5718
06962018	4191
06965293	5944
07009828	5581
07033748	6202
07047299	5608
07049486	0.093
07097571	0
07105574	5765
07118545	6095
07119757	5072
07125636	4358
07128918	5386
07129465	5182
07133286	0.049
07137798	6597
07174617	4889
07177553	0.06
07199774	5633
07200102	5207
07203179	6242
07212722	5683
07219906	5380
07257373	0.006
07284688	0.001
07336754	5546
07353970	5379
07362852	5961
07366145	6428
07368103	7838
07369523	5907
07377422	4488
07382250	6125
07385478	6477
07422883	6639
07449844	6834
07455553	6434
07537945	5628
07541502	0.073
07597703	5713
07622072	5717
07622486	0.592
07624297	5135
07668648	5875
07670485	5623
07670617	4876
07671594	3717
07677005	6683
07691527	5354
07695093	5706
07743464	5809
07749318	5211
07750740	5777
07751562	5951
07769072	4858
07777443	8224
07798259	4619
07800285	5675
07802136	5712
07811211	5549
07812455	6253
07818448	6222
07821010	6298
07830321	5347
07837526	6065
07838639	5959
07841986	5676
07842610	5375
07846730	0.072
07847927	5308
07877820	6339
07885570	5398
07886329	6079
07914906	6952
07919653	5679
07940533	5326
07941635	5131
07943535	6516
07943602	4889
07947631	4823
07947649	5840
07950775	6222
07955301	4821
07960547	5669
07966985	5397
07967100	5806
07970629	6040
07970760	6172
07971389	5791
07985167	5923
07987749	5349
08008128	5956
08009500	5142
08016214	5657
08019043	6396
08023317	5625
08043961	6348
08075618	5288
08075755	0.17
08076905	4214
08081482	5522
08088354	6073
08094140	4200
08095099	5834
08097825	5329
08098300	6275
08111381	5520
08111622	5603
08121067	5503
08128965	5683
08129189	5080
08143170	4957
08145789	4829
08179747	5040
08181016	5179
08183389	4939
08193315	6457
08195877	5821
08196180	7114
08210721	5412
08229048	6253
08230809	5618
08231877	4956
08243263	6415
08255058	4878
08279765	5464
08285254	4888
08288719	5090
08296467	5316
08301013	6479
08302455	5797
08312222	5726
08314801	5449
08316503	6103
08330575	6071
08332279	6065
08345358	5656
08358008	5020
08364115	5708
08364119	5443
08364969	5431
08374499	5871
08378656	6028
08378922	5438
08379547	4861
08397675	5462
08410637	4682
08411947	5086
08414159	5802
08415863	0.008
08429450	0.037
08429817	5971
08444552	5388
08445775	5957
08453191	6044
08453324	4733
08456998	0.057
08458207	5937
08460600	4947
08479107	5046
08479386	5979
08488876	6957
08504570	6874
08509346	6090
08509781	5801
08543278	4950
08552540	5749
08553788	8045
08553907	6425
08559863	5154
08560861	7647
08569819	7137
08572936	5706
08574270	5061
08580438	5307
08581232	4314
08581658	5970
08590527	6216
08590780	5972
08604993	5576
08610483	5924
08616873	5486
08618226	5796
08621026	6375
08655458	5210
08700506	6608
08701327	0.033
08711548	6529
08718273	4577
08719897	4905
08736245	5594
08746310	5848
08758161	6729
08773948	5684
08784288	5712
08823397	8540
08841616	0.057
08845221	6082
08846978	5191
08848104	5447
08848271	5627
08878681	6504
08879427	5715
08879915	5698
08906039	5620
08906676	0.023
08938628	5602
08939650	6142
08940961	5590
08953059	6217
08953257	6001
08953426	5987
08957954	5845
08971432	5057
08973000	5294
08984706	5642
09001468	4949
09002237	5772
09005854	5190
09007918	6939
09020426	5732
09024857	5109
09029486	5368
09048145	6484
09083514	5566
09084778	4787
09098810	5126
09119405	5569
09137992	5471
09143254	5653
09157908	6180
09159301	7959
09164561	8059
09172506	5987
09179531	5594
09180282	6204
09181340	5937
09207508	6718
09210828	4893
09221398	6420
09236858	6510
09243795	5505
09266285	4184
09278021	6331
09278553	5848
09284741	5085
09288786	4197
09291629	4629
09328852	4338
09334490	5105
09344623	6312
09346253	5916
09346655	4183
09353182	5874
09357275	7545
09411943	5656
09412462	5350
09418619	8671
09418994	5053
09451096	0.007
09451127	5881
09468296	4814
09471755	5896
09474222	6400
09474485	4469
09474969	6085
09509207	0.001
09520700	5595
09528420	5982
09529856	6176
09540226	4584
09540450	5556
09549472	5571
09551200	5059
09569866	5110
09574614	5276
09576197	5082
09579192	6612
09579499	4705
09591503	6154
09592855	7290
09596187	5929
09597095	0.262
09602595	7897
09632895	5425
09635529	6347
09637299	6061
09639265	5004
09640921	5841
09641031	5867
09649222	5691
09652632	0.022
09655129	5140
09658832	0.039
09664215	5543
09665503	5141
09673173	5838
09674608	4216
09705459	5658
09711751	6429
09714358	4825
09724993	5509
09761199	4060
09762519	5435
09767437	4770
09774400	5684
09777062	7466
09786017	5753
09786821	0.017
09790965	6309
09818732	6309
09821078	4112
09833618	6206
09837578	5359
09839081	5700
09847239	5883
09850387	6808
09851944	6204
09873869	5993
09881258	5845
09899416	8608
09906590	6338
09912977	0.032
09913481	7408
09913798	4659
09934208	4258
09940565	4593
09941387	5150
09944201	4737
09944421	5304
09945280	5536
09953894	7295
09957668	6072
09962595	5118
09963009	5653
09965691	6221
09966115	5973
09971475	5561
10000490	0
10002261	0.045
10006096	5318
10007492	5071
10014830	4324
10015516	5157
10019399	0.002
10020423	5673
10026136	6292
10026457	5222
10031409	5905
10031808	0
10063044	7420
10090246	5442
10091257	5630
10095512	5795
10129482	4558
10155080	5830
10156064	7424
10158418	5699
10189523	5002
10191056	6588
10198109	5592
10206340	5213
10208759	6570
10215422	5427
10228942	6361
10232123	0.038
10253421	0.004
10257903	5761
10258558	5862
10264202	5207
10268809	5787
10274244	5206
10275887	0.497
10287795	5595
10288922	5842
10292465	5258
10294608	5603
10295951	6998
10296163	6229
10319590	5518
10320341	6061
10330495	5132
10332789	5893
10342065	5213
10345862	5250
10346522	5286
10351767	6113
10352603	5884
10353451	6039
10383620	7470
10385682	5805
10420279	5512
10422852	5877
10454401	5568
10462826	5850
10480952	0.241
10483644	5781
10486425	7018
10490960	5787
10491031	0.164
10514770	5137
10535807	6234
10547685	6165
10549576	7492
10551346	5891
10583181	6231
10592163	5482
10599397	5278
10601549	5259
10601579	0.005
10613718	5080
10616656	6248
10619109	7028
10657664	10564
10659313	6167
10686876	7944
10710755	5564
10711646	4339
10735519	4881
10735988	5016
10736223	7797
10753734	5446
10794242	5459
10794405	5479
10809677	4995
10816107	5646
10849244	5887
10857589	5589
10874226	5930
10874926	5737
10909274	6358
10920813	0.093
10923260	5970
10924853	5745
10935310	5669
10936427	5082
10960993	0.058
10965963	5814
10971674	5526
10979716	3932
10987439	6182
10989032	8620
10989166	5880
10991989	5021
10992733	5274
11021252	6165
11027722	6212
11029877	6443
11071207	6427
11073223	5800
11099351	9353
11124509	5417
11134079	5201
11147276	5656
11147460	4855
11182260	4842
11193447	0.038
11198723	5714
11200773	5780
11228612	5829
11232745	5204
11233911	5193
11234677	6183
11235323	5071
11250867	5875
11285625	6882
11287726	5167
11350389	5124
11358392	6195
11359305	6101
11391181	5218
11391667	5394
11404644	5892
11408935	5660
11409698	6409
11455795	4477
11457191	5598
11499757	5997
11502172	5571
11506235	5676
11517719	5766
11519226	5646
11546211	3682
11558882	6066
11616200	5836
11619964	5582
11671660	4867
11673686	5949
11706658	4409
11724210	5691
11761199	5699
11768970	5038
11811454	0
11812199	5655
11817750	6930
11826400	6947
11858541	5375
11873166	5902
11906217	4517
11913071	8329
11922782	5581
11923819	7724
11959569	5175
11967004	6279
11968490	0.005
11968514	4940
11975363	5482
